"longitude","latitude","Al","Ca","Fe","K","Mg","Na","Ti","Be","Ce","Co","Cr","Cu","Ga","La","Li","Mo","Nb","Ni","Rb","Sc","Sn","Th","Tl","U","V","W","Y"
-104.62045,38.34533,0.528,0.187,0.229,0.197,0.099,0.051,0.016,1.4,53.4,8,49,27.1,12.2,26.9,34,5.15,7.1,28.2,90.6,7.2,1.8,9.2,1,3.1,117,0.8,15.7
-103.98119,38.33496,0.457,0.037,0.096,0.359,0.018,0.068,0.012,1.4,45.2,2.8,11,4.8,10.8,25.3,9,0.38,7.6,5.1,141,2.8,0.7,6.4,0.6,1.1,30,0.4,11.8
-103.74246,38.33115,0.582,0.105,0.43,0.272,0.068,0.069,0.021,1.9,64.5,11.4,46,29.9,13.5,34.5,33,1.82,10.8,27.1,114,7.9,1.6,10.6,0.6,2.6,126,1.7,21.5
-103.57529,38.32293,0.327,0.119,0.278,0.234,0.027,0.055,0.008,1,43.7,6.9,15,18,8.15,25.3,14,2.38,4.2,17.2,94.4,3.6,0.6,6.8,0.6,2.2,69,0.5,15.4
-103.04121,38.29553,0.442,0.131,0.134,0.265,0.03,0.071,0.015,1.2,57.6,4.5,19,8.6,9.26,30.2,14,1.26,7.7,9.9,102,3.6,0.9,10.2,0.6,2.2,47,0.6,15.1
-108.65802,38.28758,0.298,0.402,0.109,0.197,0.108,0.022,0.011,0.9,31.3,3.8,17,9.4,6.67,16.6,14,0.23,3.8,7.1,62.7,4.5,0.8,5,0.4,6.7,54,0.5,9.2
-108.11969,38.2818,0.305,0.052,0.118,0.081,0.032,0.03,0.012,0.6,43.3,5,19,10.1,7.43,19,20,0.74,4.9,7,45.5,3.3,1.1,5.7,0.5,1.3,33,1.7,6.5
-107.23882,38.27081,0.757,0.203,0.405,0.255,0.088,0.18,0.04,1.7,83.5,13.1,26,22.8,15.8,39.8,23,1.16,13.4,12.9,91.5,10.5,1.5,11.4,0.7,2.6,101,1,18.2
-107.21838,38.29425,0.678,0.496,0.449,0.149,0.066,0.151,0.041,1.6,88.8,14,21,17.3,16.5,45.4,15,1.09,24.5,10,77,14.5,2.8,7.8,0.3,1.6,97,0.7,22.5
-107.02312,38.36625,0.754,0.278,0.532,0.177,0.179,0.148,0.037,1.6,66.8,21.9,91,40.9,15,33.8,21,1.38,10.1,50,70.7,17.5,1.3,9.8,0.4,2.4,116,0.9,20.7
-106.73633,38.2769,0.899,0.3,0.479,0.243,0.097,0.198,0.041,1.9,75.5,17.7,31,21.5,19,39.6,19,1.06,13.4,16.3,60.9,12.3,1.7,7.6,0.3,2.3,146,0.9,20.1
-106.14743,38.27085,0.711,0.058,0.281,0.401,0.041,0.182,0.034,2.4,154,8.7,16,21.2,16,70.5,14,1.54,20.3,8.1,113,7.2,1.9,16.3,0.6,3.4,68,1.7,19.9
-105.52728,38.2816,0.491,0.597,0.511,0.157,0.128,0.135,0.076,1.8,71.3,18.8,93,31.4,15.6,38.3,17,0.78,15.2,44.8,55.2,13.8,1.2,8.7,0.3,1.7,203,3.5,20.6
-105.41013,38.37797,0.708,0.558,0.52,0.189,0.256,0.194,0.073,1.4,64.6,23.1,141,21.9,17,33.1,14,0.9,12.6,48.4,53.8,29.2,1.2,6.3,0.2,1.3,200,0.5,18.9
-105.16209,38.28933,0.759,0.142,0.266,0.244,0.056,0.165,0.03,2.3,60.9,7.8,28,19.2,17,32.3,20,0.91,10.8,12.6,84.6,8.6,1.8,10.1,0.4,2.7,69,1,18.4
-105.08719,38.26504,0.752,0.166,0.283,0.221,0.062,0.19,0.036,2.1,88.1,10.8,35,22.5,17,44.6,21,1.38,12.5,16,94.4,9.6,1.6,14.2,0.6,3,80,1.1,21.7
-104.81693,38.32057,0.377,1.65,0.161,0.176,0.056,0.061,0.011,1.2,36.4,5.3,32,24.1,8.1,20.5,18,10.3,5,34.4,66.8,5.6,0.9,5.8,1.4,5.2,264,0.5,15.9
-104.14607,38.27574,0.41,0.098,0.179,0.289,0.03,0.081,0.021,1.2,61.7,4.8,16,10.6,10,30.8,14,0.85,14.1,9.3,104,3.9,0.9,10.1,0.5,1.7,52,0.5,14.8
-104.05486,38.27659,0.388,0.026,0.049,0.316,0.011,0.067,0.007,1,33.2,1.3,7,2.4,8.65,18.1,6,0.23,6.4,2.5,127,1.5,0.4,4.3,0.6,0.7,15,0.2,7.3
-103.53854,38.27834,0.44,0.344,0.243,0.237,0.047,0.071,0.016,1.1,62,6.3,21,15.2,9.89,32,17,2.6,8.4,16.1,90.7,5.3,1,9,0.7,2.4,75,0.7,16.4
-103.22775,38.29399,0.431,0.23,0.224,0.261,0.04,0.056,0.013,1.4,52.2,7,24,17.7,9.85,26.8,16,2.85,7.6,18.9,107,4.3,1,9.2,0.7,2.2,77,0.6,13.6
-102.61907,38.26749,0.486,0.137,0.173,0.235,0.055,0.081,0.021,1.7,72.1,6.6,26,13.1,11.9,37.2,18,1.07,10.3,13.1,92.7,6.4,1.3,12.8,0.5,2.4,54,0.9,17.5
-102.31106,38.2458,0.574,0.316,0.194,0.178,0.07,0.097,0.023,1.6,68.9,6.9,33,17,12.4,35.7,22,1.05,9.1,17.1,92.6,6.7,1.3,11.5,0.6,2.5,67,1.1,16.5
-102.20974,38.24604,0.538,0.378,0.201,0.24,0.075,0.092,0.022,1.9,62.4,7,31,16.1,12.5,33.5,24,1.25,10.2,16.1,95,7,1.6,11.2,0.6,2.7,65,1,19.2
-102.08279,38.24625,0.44,0.322,0.165,0.208,0.058,0.069,0.017,1.5,55.7,6.5,31,14.7,10.8,29.1,18,1.14,9.1,15.4,84.6,5.7,1.1,9.4,0.6,2.3,53,1.2,14.6
-108.66447,38.2258,0.222,0.169,0.073,0.153,0.074,0.018,0.007,0.6,19.7,2.8,13,10,4.49,10.6,13,0.55,2.5,7.4,48.4,2.4,0.6,3.3,0.3,3.7,31,0.4,5.9
-108.37816,38.19799,0.459,0.428,0.165,0.123,0.06,0.034,0.018,1.3,48.1,6.1,27,11.4,9.54,24.6,32,1.01,6.5,12.8,54.6,5.9,1.4,8.4,0.4,2,47,0.7,14.3
-108.0453,38.26064,0.274,0.06,0.1,0.102,0.025,0.044,0.015,0.7,36.3,4.3,17,12.1,5.51,18.3,18,0.73,5.1,6.5,41.4,3.1,0.9,5.2,0.3,1.4,28,1.1,8
-107.80383,38.21034,0.231,0.039,0.098,0.074,0.021,0.028,0.011,0.6,39.9,3.8,39,9.8,5.01,19.4,17,1.32,3.8,22.7,34.7,3,0.8,5.3,0.3,1.2,26,0.7,6.5
-107.47301,38.2813,0.867,0.335,0.484,0.19,0.142,0.211,0.039,1.6,84.7,14.1,23,21.3,20.5,42,34,1.14,12.7,10.3,71.8,14.3,1.2,9.4,0.4,1.7,119,0.7,17.4
-106.76088,38.2319,0.63,0.244,0.359,0.421,0.11,0.118,0.031,1.9,81.1,11,15,16.9,17.5,38,259,2.69,12.6,14.8,124,8.2,1.8,9.8,0.6,2.9,100,0.9,20.1
-105.09009,38.24356,0.763,0.198,0.354,0.18,0.076,0.235,0.054,2.2,69.8,12.4,53,18.3,17.1,34.7,16,0.94,15.3,23.2,105,10.5,1.7,11.3,0.5,2.6,107,0.6,24
-103.7797,38.2439,0.634,0.268,0.427,0.155,0.1,0.1,0.023,1.7,71.8,11.7,44,37.6,14.2,39.4,30,4.76,9.8,33.9,104,8.1,1.5,10.9,0.9,3.9,150,1,23.4
-108.82761,38.08825,0.251,0.172,0.101,0.119,0.052,0.029,0.009,0.7,25,3,10,8.6,5.33,13.5,15,0.46,3.5,5.8,43.9,2.9,0.8,4.2,0.3,1.8,27,0.4,7.3
-108.48188,38.16307,0.412,0.071,0.133,0.134,0.05,0.043,0.015,1.2,45.4,4.8,22,17.1,9.53,24.2,28,0.9,6.4,10.3,63.1,5.5,1.8,7.5,0.4,2.2,39,0.8,11.1
-107.61818,38.18049,0.704,0.043,0.377,0.184,0.064,0.036,0.02,2,50.6,14.6,67,39.4,15,27.1,44,22.4,8,36.9,110,10.4,1.9,10.4,1,7.6,162,0.8,15.8
-107.16218,38.25528,0.71,0.165,0.261,0.282,0.045,0.185,0.029,2,61.8,8.2,18,14,15.5,31.8,22,1.48,11.8,9.8,93.8,6.6,1.6,9.5,0.4,2.6,63,1.2,16.5
-106.53046,38.19646,0.892,0.29,0.342,0.207,0.091,0.263,0.045,2,88.7,13.9,21,21,19,47.7,17,1.48,14.3,12.7,69.5,10.1,1.5,9.3,0.4,2.5,121,2.1,20.9
-106.31263,38.17638,0.779,0.318,0.437,0.263,0.167,0.229,0.052,2,101,18,54,32.1,19.4,49,27,0.74,14.9,30.8,93.6,14.5,1.7,7.9,0.5,1.5,108,0.6,23.8
-106.05095,38.21815,0.788,0.158,0.457,0.292,0.16,0.216,0.042,2.3,127,14.8,62,54,19.9,55.8,38,1.76,18.2,26.4,128,14,2.7,16.2,0.8,2.6,98,0.9,21.4
-105.37925,38.19857,0.829,0.175,0.331,0.23,0.069,0.232,0.027,2.3,83,10.2,31,19.7,16.7,38.2,15,1.01,16.5,17.3,78.6,10.7,1.7,8.6,0.4,2.2,74,0.7,24.7
-104.51968,38.18354,0.645,0.4,0.292,0.245,0.079,0.13,0.026,2,88.6,9.7,31,24.7,15.3,47.2,27,1.86,14.1,18.5,94.2,7.4,2.1,14.6,0.7,3,86,1,23.1
-103.83876,38.19644,0.522,0.091,0.215,0.292,0.051,0.072,0.019,1.6,57.7,6.4,28,16.1,12,30.3,20,1.2,9.1,14.7,112,6,1.3,8.7,0.6,1.9,72,0.8,15.9
-103.50947,38.19637,0.489,0.37,0.22,0.231,0.069,0.079,0.02,1.6,60.8,7.6,29,16.8,11.2,31.3,20,2.02,9.8,15.9,88.4,6.2,1.3,9.3,0.6,2.1,77,0.8,18.3
-103.1019,38.1455,0.628,0.303,0.282,0.223,0.086,0.074,0.024,1.8,78.2,11,61,24.7,15.7,37.4,32,4.09,6.8,40.3,105,9.7,2,11.2,0.8,3.2,98,0.9,20
-102.85153,38.1727,0.546,0.891,0.21,0.189,0.071,0.05,0.02,1.3,65.8,9,39,19.5,12.3,32.7,32,4.11,10,24.9,82.7,6.6,1.6,11,0.8,3.8,88,0.9,16.8
-102.57546,38.15805,0.622,0.363,0.256,0.238,0.086,0.1,0.026,2,81.3,9.5,35,21,14,40.1,29,2.3,12.6,20.4,94.7,8.6,1.8,12.6,0.6,3.1,83,1,22.9
-108.76372,38.06335,0.258,0.505,0.164,0.111,0.061,0.042,0.012,0.7,31.3,5.3,17,9.8,6.32,16.8,16,1.75,3.4,9.6,44.8,4.3,0.7,5.4,0.2,2.7,63,0.3,9.9
-108.2974,38.11312,0.454,0.07,0.165,0.154,0.046,0.051,0.02,1.5,53,7.1,30,13.9,9.61,26.1,27,1.01,7,14.3,64.4,6,5.9,8.5,0.4,1.9,52,0.7,14.8
-108.03832,38.08646,0.403,0.049,0.166,0.131,0.038,0.036,0.019,1.2,48.6,5.9,27,19.5,9.13,24.5,38,1.21,6.9,11.8,55.8,5.3,1.1,7.8,0.4,1.8,45,0.8,10.9
-106.85365,38.17044,0.697,0.142,0.526,0.211,0.065,0.147,0.041,1.9,103,18.6,26,15.8,19.2,45.1,23,1.33,15.7,11.4,95,8,2.1,11.4,0.6,2.6,136,1.2,20.4
-106.40301,38.12585,0.745,0.19,0.375,0.286,0.042,0.216,0.031,2.1,93.5,9.6,14,11,18.1,50,16,1.43,16.5,8.2,84.8,6.1,1.9,10.6,0.4,2.7,88,0.9,22.8
-105.81416,38.14328,0.697,0.084,0.331,0.282,0.133,0.161,0.018,2.6,82.5,12.3,44,33,15.9,42.6,28,1.19,8.2,23.3,127,9.7,1.5,9,0.4,2,69,1,15
-104.18594,38.13339,0.66,0.152,0.296,0.307,0.081,0.137,0.03,2,96.2,9.4,35,23.3,16,47.4,26,1.49,16.7,19.4,107,8.3,1.6,14.6,0.6,2.8,86,1,27.5
-103.19568,38.11979,0.509,0.301,0.23,0.25,0.046,0.116,0.021,1.4,63.1,7.8,29,12.7,12.1,31.1,14,1.61,11.3,14.8,91.4,5.8,1.5,9.9,0.6,2.7,69,1.4,16.5
-108.24214,38.11347,0.394,0.254,0.179,0.154,0.057,0.05,0.014,1.2,44.7,6.5,25,16.2,9.11,23,27,0.73,5.4,13.7,61.9,6.3,1,7.3,0.5,1.5,49,0.7,13
-107.88851,38.09496,0.389,0.065,0.199,0.122,0.04,0.048,0.014,1.1,58.3,7.7,23,21.9,10.5,29.2,45,1.13,7,12.6,63.2,6.1,1.3,7.5,0.4,1.7,53,1.6,11.7
-107.38694,38.02097,0.259,0.057,0.098,0.116,0.017,0.065,0.01,0.7,27.3,2.7,4,5.7,5.27,14.5,8,0.45,4.9,2.1,38.6,2.4,0.5,5.2,0.2,1.3,25,0.5,6.2
-107.28903,38.13766,0.73,0.273,0.363,0.259,0.095,0.272,0.038,1.6,72,10.4,11,16,18.1,36,26,0.96,12.9,5.4,53.9,8.7,1.3,5.7,0.4,1.4,82,0.7,17.3
-107.29275,38.08973,0.889,0.275,0.386,0.161,0.134,0.239,0.041,1.4,63.4,14.6,17,23,19.3,32.4,30,0.67,8.9,10.1,68.3,13.7,1.3,6.3,0.4,1.7,117,1,18.9
-106.68994,38.16651,0.604,0.122,0.235,0.239,0.045,0.119,0.02,3.1,68.4,8.2,22,18.9,16,34.4,24,4.77,15.4,8.6,115,7.6,1.7,12,0.6,3.8,58,1.5,20.1
-106.04953,38.10149,0.73,0.253,0.308,0.253,0.098,0.278,0.039,2.2,61.7,9.7,41,17.4,15.1,32.1,12,0.53,10.8,15.5,48.3,10.6,1.2,6,0.2,1.2,95,0.7,21.3
-105.81733,38.09954,0.597,0.056,0.258,0.272,0.064,0.165,0.019,2,69.1,7.6,30,15.4,14.1,35,21,0.61,9.1,12.7,85.2,8.2,1.2,8.1,0.4,2,56,0.7,13.7
-105.48763,38.1025,0.617,0.178,0.28,0.26,0.057,0.193,0.022,2.3,70.9,7.6,30,15.7,15.1,38.6,16,1.11,20.4,12.7,85.5,7.1,1.2,9.1,0.6,2.3,74,1.2,15.6
-104.83984,38.13459,0.645,0.631,0.224,0.15,0.067,0.076,0.025,1.7,66.8,7.9,43,20.8,13.9,33.6,29,3.53,9.3,22.9,83.1,8.4,1.5,11.1,0.7,3.3,95,0.9,16.8
-104.47807,38.11095,0.725,0.31,0.285,0.239,0.085,0.12,0.026,2.2,86.2,8.9,38,20.7,16.4,43.3,28,1.85,14.5,18.7,89.5,8.6,1.8,12.4,0.7,2.5,92,0.9,22.4
-104.39789,38.10406,0.836,0.426,0.315,0.257,0.116,0.1,0.033,1.9,80.2,11.1,50,31.4,18.8,40.8,34,2.39,14.6,26.5,104,12,1.9,13.1,0.8,3.6,129,1,23.6
-103.71772,38.0945,0.536,0.413,0.261,0.24,0.07,0.102,0.021,1.5,68.3,7.9,34,20.3,12.8,34.5,25,2.65,10.3,20.8,91.6,7.8,1.6,10,0.7,3,86,0.9,19.3
-103.36235,38.0845,0.478,0.269,0.184,0.245,0.047,0.078,0.016,1.2,51.4,5.4,23,14.1,10.2,26.3,17,1.64,8.7,13.5,92.9,5.1,1.2,7.7,0.6,2.5,61,0.7,13.9
-102.21021,38.05699,0.546,0.333,0.217,0.226,0.076,0.092,0.019,1.4,61.1,7.4,38,18.3,12.4,29.9,25,1.54,9.3,21.4,90.4,6.2,1.6,9.7,0.6,3.1,71,0.9,14.9
-108.58277,38.04119,0.509,1.02,0.219,0.189,0.115,0.038,0.017,1.5,47.2,8,55,22.3,12.1,25.3,37,11,6.8,38.2,88.3,8.2,1.4,8.2,1.2,5.2,184,0.7,18.7
-106.86237,38.13036,0.487,0.075,0.143,0.222,0.032,0.116,0.02,1.5,54.1,6.5,19,10,13.1,28.2,22,1.08,11.4,8,95.2,5.2,1.3,8.2,0.6,2.2,39,1.2,10
-106.23261,38.09989,0.621,0.223,0.267,0.212,0.071,0.143,0.029,1.9,78.7,9.4,25,20.9,15.6,43,19,1.24,12.2,13.7,77.6,7.8,1.7,11.2,0.5,2.7,67,1.1,17.4
-105.56198,38.08138,0.644,0.122,0.281,0.252,0.057,0.199,0.022,1.9,63.3,8.8,53,15,15.6,31.2,18,1.31,10.3,23.3,86.3,8,1.5,7.2,0.5,2.1,67,0.8,15.2
-104.99613,38.04788,0.742,0.191,0.412,0.319,0.064,0.238,0.047,2.4,88,10,31,15.7,16.6,42.3,22,1.18,19.9,14.7,92.7,9.9,2.1,10.4,0.5,2.7,103,1.1,28.3
-104.24,38.16951,0.711,0.29,0.278,0.198,0.08,0.149,0.029,1.9,79.3,8.8,34,19.7,16.2,40.8,27,1.45,12.6,18.3,103,8.5,1.7,13,0.6,3.1,92,0.9,22.3
-103.67415,38.04832,0.671,0.367,0.281,0.299,0.091,0.087,0.025,2.1,69.7,9.7,42,25.4,15.1,35.1,32,2.49,12,22.7,107,9.6,2.1,10.7,0.7,3.1,106,1.1,22
-103.01236,38.01274,0.395,0.103,0.158,0.185,0.035,0.079,0.015,0.9,55,4.6,20,10,8.71,26.5,13,0.79,7.4,9.6,65.5,4,1.1,8,0.4,1.5,42,0.5,11.8
-102.77804,38.03423,0.509,0.118,0.143,0.292,0.031,0.147,0.019,1.4,55.8,3.8,18,8.8,10.6,28.7,14,0.49,8.9,7.7,85,4.1,0.9,7.9,0.5,1.5,40,0.5,14.3
-102.63361,38.02735,0.464,0.112,0.178,0.249,0.028,0.121,0.016,1.3,60,4.1,14,10.8,10.3,32.8,10,0.82,9.3,8.4,84.4,3.7,1.1,9.2,0.4,1.6,42,0.5,13.5
-102.41154,38.02267,0.494,0.172,0.192,0.244,0.046,0.102,0.019,1.6,79.4,6.2,25,12.4,12,42.4,15,0.89,11.1,12.9,91.2,5.4,1.8,14.7,0.5,2.7,53,0.7,18.7
-108.91575,37.94535,0.429,0.038,0.147,0.191,0.044,0.052,0.018,1,52.9,5,18,15.4,9.18,25,24,0.75,7.3,8.1,70.8,4.7,1.2,7.7,0.4,2.6,49,0.5,12.1
-108.32195,37.95885,0.649,0.108,0.25,0.219,0.068,0.088,0.023,1.8,63.2,7.4,31,17.7,13.9,32.3,29,1.81,9.6,15.9,88.8,7.2,2,12,0.7,3.1,64,0.9,18.6
-107.64963,37.98885,0.682,0.106,0.44,0.253,0.073,0.099,0.026,2.2,71.8,12.9,28,80.6,16.5,38,31,5.14,9.3,10.5,125,10.5,2,8.3,1.8,1.8,88,10.3,13.4
-105.92334,38.007,0.474,0.575,0.167,0.195,0.15,0.156,0.021,1.6,65,5.9,14,11.1,11.4,33.4,16,1.84,10.5,6.7,59.8,5.5,1,6.7,0.3,4.5,50,1,14.2
-104.04139,37.99806,0.615,0.47,0.246,0.242,0.079,0.112,0.026,1.8,74.5,7.8,27,18.4,13.3,39,23,1.64,11.9,16.1,92.3,7.3,1.6,12.5,0.6,2.8,81,0.9,22.2
-102.11689,37.9699,0.404,0.059,0.142,0.231,0.025,0.088,0.018,1.1,38.1,3.3,16,6,8.27,20.5,9,0.68,6.5,6.9,74.9,3.4,0.8,6.2,0.3,1.4,37,0.6,12
-107.70004,37.92257,0.702,0.078,0.462,0.25,0.08,0.079,0.02,1.7,75.3,9.9,17,32.9,16.4,40.1,24,2.78,7.6,7.1,109,11.6,1.4,9,1.3,1.8,92,2.9,11.8
-107.34323,37.90912,0.79,0.193,0.392,0.215,0.076,0.152,0.032,1.8,73.4,11.8,18,17.6,16.2,38.5,17,0.79,9.1,8.8,82.1,11.8,1.3,9.2,0.5,2.3,86,0.6,18.7
-106.5085,37.9669,0.735,0.254,0.394,0.2,0.107,0.175,0.038,1.5,65.3,14.8,33,49.1,15.6,33.3,16,1.43,8.3,18.2,61.9,13.2,1.4,6.2,0.3,1.5,124,0.6,21.1
-106.0342,37.96577,0.764,0.347,0.253,0.255,0.096,0.257,0.035,2.2,80.9,8.2,15,16.8,16.6,41.9,28,2.54,14.9,9.3,102,7.8,1.5,11.8,0.5,4.4,64,0.9,22
-105.46558,37.99312,0.587,0.116,0.308,0.219,0.053,0.158,0.02,1.3,57.4,7.9,34,16.8,13,27,17,0.53,8.6,11.8,66.5,8.1,1.2,9.7,0.3,2.4,77,0.6,14.1
-105.36134,37.99289,0.695,0.172,0.321,0.248,0.043,0.211,0.03,2.5,72,9,28,14.1,16.5,37.8,15,0.91,13.7,10.7,81,8.3,1.2,9.2,0.5,2.3,80,0.9,19.1
-105.20716,37.88593,0.648,0.133,0.371,0.24,0.036,0.165,0.056,1.9,87.5,9.2,41,10.4,15.7,45.5,13,1.46,14.5,12.2,69.4,8.9,1.3,12.3,0.4,2.7,93,0.6,19.1
-103.95176,37.92599,0.358,0.519,0.172,0.162,0.036,0.075,0.011,0.9,38.5,5.1,17,10.3,7.49,20.4,17,2.38,5.5,14.7,52.2,4.3,0.7,5.3,0.4,2,46,0.4,11.1
-103.05099,37.93994,0.593,0.393,0.255,0.207,0.094,0.084,0.024,1.6,82.9,8.9,37,18.8,13.5,40.1,28,1.16,11.3,18.8,91.4,8.2,1.6,13.3,0.7,2.7,81,1,19.9
-108.7029,37.92851,0.383,0.051,0.12,0.131,0.04,0.056,0.018,1,47.4,4.6,24,12.1,7.85,23.3,21,1.05,5.4,10,56.6,4.6,0.9,8.4,0.4,1.9,40,0.5,10.8
-108.33507,37.87223,0.747,0.099,0.298,0.204,0.075,0.082,0.027,2.2,70.6,9.4,53,22.8,18.1,37.7,40,2.55,9.8,23.5,102,11.1,1.8,11.4,0.8,3,118,1.2,19.5
-107.7121,37.89838,0.737,0.041,0.338,0.245,0.048,0.052,0.017,1.5,55.4,10.2,73,26.7,15.6,28.4,23,2.33,5,18.8,120,10,1.3,7.1,2.3,1.8,95,1.8,7.6
-106.93026,37.87046,0.736,0.09,0.396,0.252,0.057,0.125,0.034,1.8,76.2,9.4,13,34.8,18.4,40.3,17,1.99,14.4,6,101,7.6,1.8,11.6,1.3,4.1,96,2.9,15.6
-106.60513,37.82179,0.556,0.209,0.274,0.204,0.057,0.123,0.028,1.4,60.8,10.6,17,20.4,14.2,29.8,20,0.96,9.7,9.1,78.9,8.2,1.2,6.1,0.3,1.6,73,0.6,14.9
-106.15314,37.92256,0.723,0.362,0.251,0.312,0.083,0.25,0.034,1.7,77.1,8.7,34,19.9,16.9,44.1,19,0.98,9.1,14.9,58.4,7.4,1.3,8.5,0.3,2.3,75,0.7,17.1
-104.88357,37.90981,0.644,0.206,0.346,0.229,0.071,0.149,0.033,1.9,87,10.8,30,25.5,15.8,44.5,25,2.55,15.5,18.7,86.6,10.1,2.2,10,0.6,2.6,96,0.8,28.8
-104.76808,37.92292,0.709,0.319,0.295,0.233,0.072,0.134,0.031,2,79.3,10.9,37,21,15.8,39.1,27,2.14,13.1,19.9,87.7,9.7,1.8,11.4,0.6,2.7,100,1,23.8
-103.56504,37.93966,0.528,0.55,0.219,0.219,0.07,0.084,0.023,1.7,73.7,8.5,38,16.2,13.1,38.7,25,1.4,12.9,17.9,89.9,7.8,1.5,13.2,0.6,3,72,1.2,19.1
-103.19772,37.88126,0.525,0.196,0.236,0.205,0.069,0.077,0.023,1.8,76.2,8.7,31,17.1,13.1,40.2,23,2.38,11.1,18.8,86.6,8,1.5,12.5,0.6,2.7,74,1,19.6
-102.4104,37.88071,0.514,0.206,0.218,0.213,0.066,0.087,0.024,1.7,80.5,8.2,38,15.4,12.9,41.7,21,1.3,12,18.6,90.1,7.5,1.4,13.9,0.6,3.1,64,1.2,19.6
-102.29191,37.85336,0.557,0.298,0.212,0.226,0.068,0.093,0.023,1.5,76.6,7.5,31,15.6,11.7,37.9,23,1.44,10.1,16.8,86.7,6.7,1.4,11.9,0.6,2.9,66,1,17.8
-108.78661,37.7882,0.376,0.059,0.144,0.152,0.051,0.048,0.015,1,46.9,5.5,23,11.6,8.44,23.9,23,0.52,5.3,10.9,66.4,5.2,0.9,6.6,0.4,1.5,36,0.6,11.5
-108.59465,37.88068,0.443,0.251,0.201,0.148,0.062,0.033,0.014,1.4,53.8,6.3,31,14.1,10.4,26,25,1.41,6.7,15.3,68.9,6.3,1.4,10.1,0.3,2.1,49,0.6,14.3
-108.08923,37.78034,0.639,0.41,0.254,0.171,0.089,0.047,0.017,1.7,45,8.3,54,22.4,12.9,23.4,39,5.77,7.7,32.4,91.9,8.1,1.6,8.7,1.2,3,153,0.6,14.2
-107.88789,37.83323,0.634,0.114,0.262,0.171,0.088,0.058,0.015,1.6,51.8,9.3,47,26.6,12.9,26.9,39,8.1,6.3,33.7,93.1,8.6,1.5,8.1,1.4,3.6,214,1.4,15.5
-107.15394,37.85572,0.778,0.124,0.208,0.336,0.04,0.231,0.024,2.7,78.5,5.3,11,19.3,16.4,44.6,22,1.58,16.8,5.3,123,6.6,1.9,13.9,0.5,3.9,45,1.4,21.3
-106.35132,37.86727,0.738,0.241,0.373,0.201,0.079,0.18,0.035,1.8,80.1,14.7,36,22.9,17.7,38.9,19,1.07,10.4,18,68.9,10.7,1.3,8,0.3,1.9,94,0.7,19.1
-105.50117,37.75809,0.781,0.23,0.205,0.289,0.036,0.254,0.021,1.9,63.1,5.5,11,9,16.4,36.8,13,0.88,11.2,6.2,83.1,5.3,1.3,9.9,0.4,2.5,49,0.7,15.8
-105.08628,37.8007,0.673,0.226,0.328,0.229,0.081,0.169,0.033,1.6,67.7,9.2,38,14.3,14.8,33.9,16,1.3,10.5,14,68.9,10,1.5,7.1,0.4,2.1,88,0.8,19.2
-104.4451,37.80643,0.594,0.771,0.255,0.219,0.07,0.116,0.028,1.6,67.4,9.3,36,15.7,12.3,33.3,24,1.57,11.1,19.3,70.5,7.8,1.3,9.1,0.4,2.3,81,0.7,20.2
-104.27131,37.81823,0.486,0.255,0.234,0.196,0.051,0.106,0.025,1.4,64,6.7,27,15.4,11.4,32.4,20,1.68,10.8,14.1,67.2,6.2,1.2,8.7,0.4,2.1,66,2.1,19.5
-103.87663,37.84832,0.678,0.662,0.264,0.226,0.093,0.069,0.022,1.7,67.6,10.2,44,21.2,13.9,35.1,31,3.2,11.1,28.2,95.6,8.7,1.7,11.2,0.9,3,102,0.8,18.4
-102.54743,37.8239,0.394,0.184,0.161,0.197,0.031,0.067,0.011,1,42,4.8,21,8.2,7.56,21.9,11,1.36,5,11.4,68.5,3.4,0.7,6.6,0.4,1.6,35,0.4,10.5
-107.58018,37.81628,0.659,0.087,0.419,0.354,0.095,0.088,0.03,1.9,63.9,11.7,15,144,15.3,32.2,44,7.02,9.9,8,186,9.8,1.6,9.1,3.1,2.4,107,3.5,12.7
-107.21737,37.74063,0.69,0.144,0.233,0.235,0.056,0.145,0.032,1.7,59.5,7.3,30,24.1,14,31,25,1.28,11.1,9.6,100,7.9,1.6,11.6,0.5,3.3,59,1,18
-106.28188,37.81876,0.6,0.53,0.246,0.296,0.068,0.17,0.023,1.7,73.7,8,21,15.3,13.9,38.8,24,1.16,10.7,11.6,93.5,7.6,1.5,10.6,0.5,2.7,62,1.1,19.9
-105.82445,37.80607,0.619,0.706,0.218,0.293,0.146,0.219,0.029,2,74.6,8.3,20,24.6,14,38,32,1.09,10.9,9.5,80.4,7.4,1.1,9.2,0.4,2.3,75,1.1,20.7
-105.26776,37.81255,0.746,0.132,0.34,0.278,0.073,0.133,0.034,2.2,68.4,10.6,46,27.4,15.5,35.1,23,0.69,11.1,22.3,84.1,9.9,1.4,7.8,0.4,3.4,87,0.7,23
-103.80161,37.82259,0.552,0.534,0.245,0.214,0.078,0.087,0.023,1.6,78.5,8.9,35,20.1,13.1,38.3,24,2.42,11.6,20.9,89.3,8.1,1.7,11.4,0.7,2.9,88,0.9,20.1
-103.73209,37.82255,0.555,0.644,0.273,0.195,0.087,0.067,0.022,1.8,71.6,10.3,39,20.2,14.1,36.3,27,2.73,11.2,24,93.1,9.4,1.7,12.3,0.6,2.9,92,1,21.7
